Company,cleaned_question
Ujjivan Small Finance Bank,What is a property cycle
Ujjivan Small Finance Bank,What is a small finance bank
Ujjivan Small Finance Bank,How many DSAs are you handling
Ujjivan Small Finance Bank,How do you perform collections
Ujjivan Small Finance Bank,What is micro banking
Ujjivan Small Finance Bank,What will you do if a customer is not willing to pay their EMI
Ujjivan Small Finance Bank,What are your future plans
Ujjivan Small Finance Bank,What is the difference between a Current Account and a Savings Account
Ujjivan Small Finance Bank,Do you have a bike and a drivers license
Ujjivan Small Finance Bank,What are assets and liabilities
Ujjivan Small Finance Bank,How do you assess income
Ujjivan Small Finance Bank,What is a CIBIL score for credit
Ujjivan Small Finance Bank,What do you know about micro banking
Ujjivan Small Finance Bank,How would you approach a customer for a loan
Ujjivan Small Finance Bank,Explain the loan department
Ujjivan Small Finance Bank,Finacle command for DD cancellation
Ujjivan Small Finance Bank,Finacle command for DD printing
Ujjivan Small Finance Bank,How will you approach sales
Ujjivan Small Finance Bank,What is a credit officer
Ujjivan Small Finance Bank,How would you sell a liability product
Ujjivan Small Finance Bank,Why is KYC important
Ujjivan Small Finance Bank,How do you know the customer profile and transactions are matching
Ujjivan Small Finance Bank,How did marketing impact sales
Ujjivan Small Finance Bank,What is a bank
Ujjivan Small Finance Bank,Why are increments and bonuses not given based on individual employee performance
Ujjivan Small Finance Bank,How do you acquire a customer
Ujjivan Small Finance Bank,How many branches will I be responsible for managing
Ujjivan Small Finance Bank,Sales experience
Ujjivan Small Finance Bank,What is sells and tell me about retail sell
Ujjivan Small Finance Bank,Wht is ur family do Whts ur expectations nd previous CTC
Ujjivan Small Finance Bank,Behaviour for customer
Ujjivan Small Finance Bank,Company policy norms
Ujjivan Small Finance Bank,What is ujjivan small finance bank
Ujjivan Small Finance Bank,Types of products in banking
Ujjivan Small Finance Bank,What are the basic banking terms
Ujjivan Small Finance Bank,What makes Ujjain an excellent destination for finance
Ujjivan Small Finance Bank,Experience in month
Ujjivan Small Finance Bank,Experience in field
Ujjivan Small Finance Bank,Carrier growth in system
Ujjivan Small Finance Bank,How IT companies service in ujjivan small finance bank
Ujjivan Small Finance Bank,What is CC lone
Ujjivan Small Finance Bank,What is the bank
Ekart Logistics,How many theft cases have I cracked
Ekart Logistics,What is the HLOOKUP function in Excel
Ekart Logistics,What is the first mile middle mile and last mile in operations
Ekart Logistics,How can we ensure that our operations run smoothly
Ekart Logistics,If a Warehouse Manager is suddenly absent how would you handle their responsibilities and ensure smooth operations
Ekart Logistics,Tell me about quality audits
Ekart Logistics,How do you control quality issues
Ekart Logistics,Are you familiar with Flipkarts online delivery operations
Ekart Logistics,What is Kaizen inventory management
Ekart Logistics,What are the differences between Excel sheets and Google Sheets
Ekart Logistics,What was the content and structure of the mail written test
Ekart Logistics,Where are you from
Ekart Logistics,Where are you currently located
Ekart Logistics,How can we solve our customers problems regarding our services
Ekart Logistics,If your HUB catches fire what will you do
Ekart Logistics,How will you manage such a big hub if you have a short manpower
Ekart Logistics,What is a working
Ekart Logistics,Are you proficient in using Excel
Ekart Logistics,What work have you done previously
Ekart Logistics,What was your last CTC
Ekart Logistics,Calculate MP requirement
Ekart Logistics,What do you know about Instakart Service Private Limited
Ekart Logistics,How do you convince a customer
Ekart Logistics,Are you comfortable with traveling 25km
Ekart Logistics,Tell me about your past work experience and knowledge
Ekart Logistics,Describe the Ubuntu configuration process for a printer
Ekart Logistics,How do you operate WM
Ekart Logistics,How many shifts are running in the operation
Ekart Logistics,How do you handle deliveries
Ekart Logistics,What were your achievements in previous roles
Ekart Logistics,Tell me about your experience with eCommercerelated projects
Ekart Logistics,Have you experienced any customer care related problems with Flipkart
Ekart Logistics,Are you capable of handling rude customers
Ekart Logistics,Tell me about your ecommerce experience
Ekart Logistics,What is 5S in warehousing
Ekart Logistics,How do you manage a large number of employees
Ekart Logistics,How can we maintain warehouse inventory properly
Ekart Logistics,How can we satisfy customer needs
Ekart Logistics,Explain logistics
Ekart Logistics,What is the difference between logistics and supply chain management
Ekart Logistics,Do you create unique designs
Ekart Logistics,I will ask you questions please provide your answers
Ekart Logistics,How can you handle load performance
Ekart Logistics,How can you control DPMO
Ekart Logistics,What is the job description
Ekart Logistics,How would you resolve an electrical issue
Ekart Logistics,How do you ensure customer satisfaction
Ekart Logistics,What are your process and product knowledge
Ekart Logistics,What is thirdparty delivery
Ekart Logistics,What is Thif and Los is rul of ruglisan
Ekart Logistics,How do you manage a team
Ekart Logistics,What are some basic commands used in Ubuntu
Ekart Logistics,Describe your role in warehouse functions
Ekart Logistics,Why and where should servo motors be used
Ekart Logistics,How do you control any axis of a packaging robot in jog mode
Ekart Logistics,Describe the function of a DC servo controller
Ekart Logistics,What does feedback mean to you
Ekart Logistics,How will you handle FST cases
Ekart Logistics,How adaptable are you
Ekart Logistics,How do you provide customer service
Ekart Logistics,How would you react when the customer shows their anger on a call
Ekart Logistics,What is ecommerce
Ekart Logistics,What constitutes a CPD breach
Ekart Logistics,What is supply chain management
Ekart Logistics,How would you approach sales in a lowdemand situation
Ekart Logistics,What is a warehouse
Ekart Logistics,What is logistics
Ekart Logistics,What is line haul
Ekart Logistics,What is shorting
Ekart Logistics,How do you create a route plan
Ekart Logistics,How do you manage issues with delivery personnel
Ekart Logistics,Name experience qualification
Ekart Logistics,What is beging and shortingand RTO and loding unloadingmaping and more
Ekart Logistics,What is pf What is EDLI
Ekart Logistics,Are you know about the Excel sheet Formula Data management
Ekart Logistics,Technology lines for flexo printing
Ekart Logistics,Single line diagram of VFD
Ekart Logistics,Is the Wm facing the issue with HMT and he is willing to drop down how you can manage and arrange that rider
Ekart Logistics,Process of work
Ekart Logistics,How to move CPD
Ekart Logistics,How to load clear
Ekart Logistics,Performance of a hub and clearing the all parcels cpd and non cpd
Ekart Logistics,Any one flexo lines printing
Ekart Logistics,What is functional beach
Axis Max Life Insurance,What is the concept of insurance
